Date,Time of Day,Channel,Revenue,Average Order Size,Conversions,Customer Type,Sales Rep,Business
2023-02-21,Night,Instagram,293.21,62.44,15,Returning,Rebecca Lee,Glow & Go Studio
2023-11-16,Morning,Referral,232.35,122.31,2,Returning,Emily Morris,Glow & Go Studio
2023-08-31,Evening,Facebook,307.5,194.28,6,Returning,Allison Hill,Glow & Go Studio
2023-01-02,Evening,Email,485.73,228.14,21,New,Dennis Douglas,Glow & Go Studio
2023-02-05,Night,Walk-in,73.01,15.82,0,Returning,Eddie Davis,Glow & Go Studio
2023-08-24,Evening,Google Ads,495.42,122.81,10,Returning,Kristina Webb,Glow & Go Studio
2023-02-12,Night,Referral,307.78,76.99,4,New,Kim Sanchez,Glow & Go Studio
2023-06-05,Morning,Referral,142.51,81.97,1,New,Jonathan Long,Glow & Go Studio
2023-05-25,Afternoon,Walk-in,153.61,35,3,Returning,Joshua Rodriguez,Glow & Go Studio
2023-02-09,Afternoon,Facebook,76.41,23.93,2,Returning,William Sanders,Glow & Go Studio
2023-10-11,Morning,Instagram,229.74,117.1,2,New,Jacob Hart,Glow & Go Studio
2023-12-13,Morning,Google Ads,217.92,113.5,16,New,Evelyn Pacheco,Glow & Go Studio
2023-11-28,Night,Google Ads,193.65,159.87,5,New,Anna Jackson,Glow & Go Studio
2023-08-03,Afternoon,Email,475.17,162.78,7,New,Katherine Wright,Glow & Go Studio
2023-03-30,Afternoon,Walk-in,427.58,207.76,4,Returning,Luis Wells,Glow & Go Studio
2023-06-07,Afternoon,Referral,421.99,115.19,23,Returning,Lacey Hall,Glow & Go Studio
2023-05-16,Afternoon,Email,133.86,31.62,2,Returning,Darlene Collins,Glow & Go Studio
2023-08-26,Evening,Email,403.99,176.95,4,Returning,Chris Morris,Glow & Go Studio
2023-11-03,Afternoon,Email,57.38,31.08,2,Returning,Jennifer Smith,Glow & Go Studio
2023-03-30,Afternoon,Google Ads,147.21,31.69,3,Returning,Nicole Norton,Glow & Go Studio
2023-04-20,Afternoon,Email,492.99,119.85,28,Returning,Emily Pearson,Glow & Go Studio
2023-10-15,Evening,Google Ads,379.86,101.87,6,New,Michael Robertson,Glow & Go Studio
2023-09-05,Afternoon,Facebook,296.62,89.97,10,Returning,Wendy Miller,Glow & Go Studio
2023-11-03,Night,Walk-in,119.59,58.26,1,Returning,Michael Bennett,Glow & Go Studio
2023-06-09,Evening,Email,405.06,175.91,5,New,Carla Goodman,Glow & Go Studio
2023-12-11,Morning,Walk-in,294.1,140.05,3,New,Jeffrey Stanton,Glow & Go Studio
2023-05-06,Afternoon,Google Ads,408.36,141.34,7,New,Jeff Jackson,Glow & Go Studio
2023-05-04,Evening,Walk-in,39.52,18.66,0,Returning,Katelyn Curry,Glow & Go Studio
2023-07-11,Morning,Referral,305.03,97.54,3,Returning,Jennifer Phillips,Glow & Go Studio
2023-06-14,Afternoon,Instagram,455.33,140.49,19,New,Edward Weeks,Glow & Go Studio
2023-09-05,Night,Facebook,372.87,132.7,23,New,Kelly Gilbert,Glow & Go Studio
2023-11-03,Night,Walk-in,12.26,2.79,0,New,Matthew Thomas,Glow & Go Studio
2023-10-03,Morning,Facebook,157.43,38.53,1,Returning,Christine Mendez,Glow & Go Studio
2023-12-07,Morning,Walk-in,373.79,204.85,13,Returning,Kelly King,Glow & Go Studio
2023-01-28,Night,Facebook,429.02,409.29,14,Returning,Timothy Ho,Glow & Go Studio
2023-09-16,Night,Email,40.23,13.63,0,Returning,Sarah Taylor,Glow & Go Studio
2023-12-29,Night,Instagram,225.86,48.35,7,New,Sandra Smith,Glow & Go Studio
2023-10-02,Evening,Facebook,172.58,50.62,1,Returning,Chris Jones,Glow & Go Studio
2023-06-03,Evening,Referral,397.51,203.6,21,Returning,Emily Lopez,Glow & Go Studio
2023-03-18,Morning,Referral,362.18,84.42,10,Returning,Kimberly Rivera,Glow & Go Studio
2023-09-04,Evening,Walk-in,452.53,251.3,20,Returning,John Moore,Glow & Go Studio
2023-08-08,Morning,Instagram,91.19,27.4,2,New,Justin Perez,Glow & Go Studio
2023-04-22,Evening,Referral,385.48,309.32,4,Returning,Tanya Hill,Glow & Go Studio
2023-03-03,Evening,Email,352.38,132.69,3,New,Shawna Silva,Glow & Go Studio
2023-04-27,Night,Instagram,398.97,100.6,9,Returning,Marcus Powell,Glow & Go Studio
2023-03-31,Afternoon,Instagram,288.98,232.78,3,Returning,Joshua Hopkins,Glow & Go Studio
2023-05-19,Afternoon,Email,401.14,114.82,33,Returning,Christian Cross,Glow & Go Studio
2023-09-30,Afternoon,Facebook,409.25,137.18,6,New,Dennis Garcia,Glow & Go Studio
2023-02-08,Night,Instagram,38.22,10.42,0,Returning,Laurie Miranda,Glow & Go Studio
2023-09-30,Afternoon,Google Ads,10.47,4.09,0,New,Raymond Vargas,Glow & Go Studio
2023-05-16,Evening,Facebook,274.43,81.31,3,Returning,Robert Savage,Glow & Go Studio
2023-12-16,Afternoon,Google Ads,205.48,42.14,12,Returning,Kara Jackson,Glow & Go Studio
2023-04-20,Night,Email,60.37,38.05,5,New,Virginia Davis,Glow & Go Studio
2023-03-22,Evening,Referral,469.19,198.69,8,Returning,Brianna Martin,Glow & Go Studio
2023-02-09,Night,Facebook,122.1,38.85,1,New,Erica Huang,Glow & Go Studio
2023-12-27,Morning,Instagram,293.74,59.19,7,Returning,Jorge Gonzales,Glow & Go Studio
2023-07-09,Morning,Referral,376.45,82.81,22,Returning,Erin Mason,Glow & Go Studio
2023-02-15,Morning,Facebook,328.46,93.9,3,Returning,Justin Bennett,Glow & Go Studio
2023-07-15,Afternoon,Google Ads,160.69,132.56,2,New,John Collins,Glow & Go Studio
2023-03-21,Afternoon,Email,433.93,112.35,4,New,Kerry Ware,Glow & Go Studio
2023-11-21,Evening,Instagram,304.61,102.54,10,New,Tina Dougherty,Glow & Go Studio
2023-02-01,Evening,Facebook,166.64,56.12,2,New,Michelle Larsen,Glow & Go Studio
2023-12-18,Afternoon,Referral,283.15,65.92,21,New,Katherine Mccormick,Glow & Go Studio
2023-06-17,Morning,Referral,470.65,156.34,9,Returning,Kristin Graham,Glow & Go Studio
2023-06-06,Evening,Email,203.65,110.2,4,New,Alexander Diaz,Glow & Go Studio
2023-04-12,Night,Email,148.77,42.7,2,Returning,Michael Chandler,Glow & Go Studio
2023-01-02,Evening,Referral,208.34,139.29,3,Returning,Justin Cuevas,Glow & Go Studio
2023-10-23,Afternoon,Walk-in,420.1,141.12,13,New,Janet White,Glow & Go Studio
2023-12-28,Morning,Referral,200.94,118.67,4,Returning,Alexandra Ramos,Glow & Go Studio
2023-12-07,Night,Google Ads,323.18,179.38,15,New,Abigail Collins,Glow & Go Studio
2023-04-02,Night,Google Ads,316.13,73.53,3,Returning,Jacob King,Glow & Go Studio
2023-04-16,Afternoon,Instagram,269.2,64.1,6,New,Lisa Johnson,Glow & Go Studio
2023-10-18,Morning,Facebook,192.61,137.55,2,Returning,John Williams,Glow & Go Studio
2023-11-18,Afternoon,Email,170.58,37.45,5,New,Dawn Garrett,Glow & Go Studio
2023-08-21,Evening,Facebook,95.01,57.2,2,Returning,Samantha Roy,Glow & Go Studio
2023-03-24,Night,Walk-in,216.42,65.51,8,Returning,Yolanda Chen,Glow & Go Studio
2023-04-02,Afternoon,Instagram,156.78,48.62,5,New,John Golden DDS,Glow & Go Studio
2023-05-31,Morning,Walk-in,441.34,105.51,10,New,Amanda Johnson,Glow & Go Studio
2023-01-21,Afternoon,Referral,245.51,87.41,3,New,Brittany Fitzgerald,Glow & Go Studio
2023-03-29,Night,Walk-in,175.27,102.85,1,New,Bonnie Barnes,Glow & Go Studio
2023-07-11,Evening,Walk-in,12.08,3.17,0,New,Amy Walsh,Glow & Go Studio
2023-11-28,Evening,Facebook,20.1,4.12,0,New,Brent Stephens,Glow & Go Studio
2023-11-14,Afternoon,Walk-in,95.05,46.36,1,New,Mrs. Lisa Smith,Glow & Go Studio
2023-02-15,Afternoon,Facebook,12.52,2.76,0,New,Sarah Stewart,Glow & Go Studio
2023-09-30,Evening,Email,334.35,113.76,7,Returning,Susan Matthews,Glow & Go Studio
2023-10-03,Morning,Facebook,25.66,15.57,0,New,Kelli Shepard,Glow & Go Studio
2023-03-30,Night,Walk-in,150.25,84,4,New,Ryan Caldwell,Glow & Go Studio
2023-12-03,Evening,Referral,389.07,96.77,5,Returning,Roger Mason,Glow & Go Studio
2023-03-29,Afternoon,Facebook,225.11,47.61,3,Returning,Angela Ramos,Glow & Go Studio
2023-09-19,Morning,Instagram,467.68,130.73,5,New,Craig Wagner,Glow & Go Studio
2023-11-22,Night,Google Ads,239.92,233.96,4,Returning,Paul Massey,Glow & Go Studio
2023-06-12,Evening,Facebook,150.83,42.92,2,Returning,Donald Bell,Glow & Go Studio
2023-03-14,Morning,Instagram,135.98,39.41,3,New,Keith Horton,Glow & Go Studio
2023-09-02,Evening,Walk-in,441.46,171.66,10,Returning,Julie Wilson,Glow & Go Studio
2023-07-15,Night,Instagram,153.37,44,3,New,Nicholas Lopez,Glow & Go Studio
2023-06-15,Night,Google Ads,289.98,284.54,15,Returning,Tracy Wang,Glow & Go Studio
2023-06-15,Evening,Google Ads,390.92,145.52,15,New,Claudia Brooks,Glow & Go Studio
2023-07-05,Evening,Referral,179.08,53.88,3,New,Nathaniel Wright,Glow & Go Studio
2023-07-14,Morning,Walk-in,153.75,30.91,1,New,Maria Valenzuela,Glow & Go Studio
2023-04-07,Evening,Facebook,100.91,27.42,2,New,Peter Anderson,Glow & Go Studio
2023-07-24,Night,Facebook,392.88,83.68,5,New,Michael Thompson,Glow & Go Studio
2023-10-22,Afternoon,Google Ads,310.21,92.77,3,Returning,Ethan Perez,Glow & Go Studio
2023-07-25,Evening,Google Ads,308.73,302.97,3,New,Stephen Thompson,Glow & Go Studio
2023-07-20,Night,Instagram,449.99,183.98,4,Returning,Michael Baker,Glow & Go Studio
2023-11-22,Evening,Walk-in,356.06,78.64,7,Returning,Kenneth Bailey DDS,Glow & Go Studio
2023-03-01,Afternoon,Walk-in,159.22,35.99,8,New,Mark Decker,Glow & Go Studio
2023-06-05,Night,Facebook,324.55,126.87,26,Returning,Ruben Cruz,Glow & Go Studio
2023-01-18,Afternoon,Google Ads,325.33,94.11,9,New,Christine Park,Glow & Go Studio
2023-05-21,Morning,Google Ads,329.8,110.14,6,Returning,Robert Hogan,Glow & Go Studio
2023-10-20,Evening,Facebook,404.97,107.29,5,Returning,Michael Gordon,Glow & Go Studio
2023-11-12,Evening,Email,185.86,56.34,8,Returning,Rebecca Davis,Glow & Go Studio
2023-05-17,Morning,Email,125.28,52.69,2,New,Deanna Mcdonald,Glow & Go Studio
2023-08-10,Night,Email,332.57,101.22,4,New,Brian Barrett,Glow & Go Studio
2023-01-20,Evening,Walk-in,16.33,3.72,0,New,Charles Willis,Glow & Go Studio
2023-12-15,Afternoon,Instagram,416.22,120.27,5,Returning,James Chapman,Glow & Go Studio
2023-06-19,Night,Google Ads,57.24,23.72,1,Returning,Michael Soto,Glow & Go Studio
2023-04-27,Evening,Walk-in,285.65,106.41,6,Returning,Aimee Fisher,Glow & Go Studio
2023-05-18,Morning,Referral,76.72,20.69,1,Returning,Matthew Garcia,Glow & Go Studio
2023-03-19,Night,Email,53.05,50.02,0,Returning,Elizabeth Owens,Glow & Go Studio
2023-10-10,Evening,Google Ads,444.94,164.8,9,Returning,Alex Lamb,Glow & Go Studio
2023-11-18,Night,Google Ads,48.61,10.96,0,New,Kenneth Graham,Glow & Go Studio
2023-11-27,Evening,Facebook,494.74,179.82,5,Returning,Roy King,Glow & Go Studio
2023-09-24,Morning,Referral,154.93,33.8,2,New,George Gregory,Glow & Go Studio
2023-06-24,Night,Walk-in,127.36,35.07,2,New,Wesley Rich,Glow & Go Studio
2023-10-16,Night,Email,420.63,85.98,6,Returning,Stephanie Hunter,Glow & Go Studio
2023-12-10,Morning,Referral,15.87,4.75,0,New,Raymond Finley,Glow & Go Studio
2023-09-12,Morning,Email,78.49,18.15,1,Returning,Allen Hunt,Glow & Go Studio
2023-09-30,Morning,Walk-in,292.89,77.54,3,Returning,Stacie Sanford,Glow & Go Studio
2023-05-18,Morning,Google Ads,113.79,59.38,7,Returning,Christina Compton,Glow & Go Studio
2023-03-16,Evening,Facebook,404.53,85.77,4,New,Beverly Cook,Glow & Go Studio
2023-08-17,Morning,Walk-in,411.73,116.29,6,Returning,Tracy Parker,Glow & Go Studio
2023-11-11,Afternoon,Google Ads,197.42,129.33,3,Returning,Rebecca Ellis,Glow & Go Studio
2023-05-02,Night,Email,289.41,180.91,3,New,Aaron Hernandez,Glow & Go Studio
2023-04-27,Afternoon,Email,246.06,158.16,7,Returning,Elizabeth Miller,Glow & Go Studio
2023-12-08,Afternoon,Email,483.14,105.76,13,Returning,Dalton Davis,Glow & Go Studio
2023-09-26,Morning,Instagram,427.78,233.99,12,New,Michael Singleton,Glow & Go Studio
2023-09-01,Night,Facebook,481.17,107.41,27,Returning,John Cooper,Glow & Go Studio
2023-06-21,Morning,Email,57.75,22.24,2,New,Michael Hale,Glow & Go Studio
2023-01-25,Night,Facebook,63.14,17.24,0,Returning,Mary Guerra,Glow & Go Studio
2023-03-30,Morning,Email,269.07,60.32,3,New,Pamela Davis,Glow & Go Studio
2023-03-27,Afternoon,Google Ads,118.35,31.63,1,Returning,Phillip Anderson,Glow & Go Studio
2023-07-14,Night,Referral,193.93,78.48,2,Returning,Stephanie Weiss,Glow & Go Studio
2023-06-13,Night,Walk-in,348.65,87.58,9,New,Jessica Long,Glow & Go Studio
2023-10-15,Afternoon,Email,282.86,143.16,5,New,John Yang,Glow & Go Studio
2023-01-06,Morning,Walk-in,480.9,136.65,28,New,Connie Franklin,Glow & Go Studio
2023-08-28,Morning,Instagram,53.59,18.63,2,New,Jackie Morgan,Glow & Go Studio
2023-10-09,Morning,Walk-in,230.81,157.03,4,New,Lisa Walton,Glow & Go Studio
2023-05-21,Evening,Google Ads,270.35,144.3,6,New,Maria Taylor,Glow & Go Studio
2023-03-20,Afternoon,Instagram,350.23,117.06,17,New,Daniel Graham,Glow & Go Studio
2023-11-14,Night,Google Ads,468.7,98,21,Returning,Matthew Simmons,Glow & Go Studio
2023-12-31,Night,Email,227.32,66.96,6,Returning,James Nicholson,Glow & Go Studio
2023-12-22,Morning,Facebook,41.36,20.37,0,Returning,Tyler Fisher,Glow & Go Studio
2023-04-14,Night,Email,135.84,42.46,1,New,Michael Flowers,Glow & Go Studio
2023-12-05,Night,Referral,47.88,17.02,2,New,Bradley Parks,Glow & Go Studio
2023-12-14,Night,Facebook,340.32,68.33,22,Returning,Scott Lara,Glow & Go Studio
2023-09-22,Night,Instagram,417.71,118.76,10,New,Francis Andrews,Glow & Go Studio
2023-01-22,Evening,Referral,468.8,128.68,5,Returning,Jesse Tucker,Glow & Go Studio
2023-03-08,Morning,Referral,200.62,78.57,2,Returning,Jennifer Wise,Glow & Go Studio
2023-06-16,Afternoon,Walk-in,342.84,244.1,5,Returning,David Walters,Glow & Go Studio
2023-07-28,Afternoon,Email,155.57,60.57,6,Returning,Rebekah Cole,Glow & Go Studio
2023-12-08,Morning,Email,369.77,87.77,18,Returning,John Rogers,Glow & Go Studio
2023-10-24,Morning,Referral,289.2,68.34,6,New,Holly Floyd,Glow & Go Studio
2023-10-31,Afternoon,Walk-in,382.56,381.65,3,New,Ms. Janet Leonard,Glow & Go Studio
2023-07-12,Evening,Instagram,251.89,162.26,7,New,George Villa,Glow & Go Studio
2023-01-28,Night,Email,427.68,101.36,4,Returning,Christina Hess,Glow & Go Studio
2023-12-18,Afternoon,Walk-in,69.05,50.95,0,Returning,Jordan Williams,Glow & Go Studio
2023-07-03,Morning,Google Ads,494.35,128.39,5,Returning,Bryan Burns,Glow & Go Studio
2023-05-09,Afternoon,Walk-in,283.77,253.5,11,New,Stephen Parks,Glow & Go Studio
2023-07-19,Evening,Referral,340.62,137.74,3,Returning,George Phillips,Glow & Go Studio
2023-09-29,Night,Facebook,54.07,16.61,5,Returning,Kimberly White,Glow & Go Studio
2023-04-02,Morning,Referral,110.36,72.86,1,Returning,Alan Nguyen,Glow & Go Studio
2023-08-22,Night,Google Ads,59.9,29.01,0,Returning,Linda Howard,Glow & Go Studio
2023-12-31,Afternoon,Email,197.8,180.97,1,Returning,Parker Wright,Glow & Go Studio
2023-02-15,Night,Referral,96.42,72.4,1,New,Brandon Acosta,Glow & Go Studio
2023-07-20,Night,Instagram,287.51,121.35,11,Returning,Jessica Hill,Glow & Go Studio
2023-03-14,Night,Email,356.65,94.79,4,Returning,Melissa Sanchez,Glow & Go Studio
2023-08-01,Night,Email,141.13,90.57,1,New,Sandy Oconnor,Glow & Go Studio
2023-12-28,Night,Instagram,114.5,38.51,9,New,Judy Jones,Glow & Go Studio
2023-12-17,Morning,Referral,341.62,109.97,7,New,Charles Davila,Glow & Go Studio
2023-05-19,Morning,Instagram,313.46,108.18,5,New,Sonia Reyes,Glow & Go Studio
2023-10-17,Afternoon,Google Ads,494.06,115.54,4,Returning,Mrs. Tammy Curry,Glow & Go Studio
2023-11-10,Night,Referral,58.5,52.72,0,New,Alex Clements,Glow & Go Studio
2023-11-19,Evening,Referral,292.74,63.27,5,Returning,Matthew Andrade,Glow & Go Studio
2023-03-08,Evening,Instagram,199.4,53.44,4,New,Jessica Wilson,Glow & Go Studio
2023-01-15,Afternoon,Email,422.35,140.75,5,New,Dean Turner,Glow & Go Studio
2023-09-15,Morning,Instagram,62.97,13.92,0,Returning,Sarah Sanchez,Glow & Go Studio
2023-09-30,Night,Walk-in,397.79,202.7,7,Returning,Jacqueline Kennedy,Glow & Go Studio
2023-05-20,Night,Facebook,29.26,9.58,0,New,Jessica Burgess,Glow & Go Studio
2023-09-15,Evening,Instagram,271.73,124.26,3,New,Destiny Powers,Glow & Go Studio
2023-11-24,Afternoon,Facebook,141.83,30.26,4,New,Susan Gregory,Glow & Go Studio
2023-02-05,Night,Walk-in,302.43,62.34,3,New,Jason Smith,Glow & Go Studio
2023-05-23,Morning,Facebook,313.08,185.84,23,New,Carlos Adams,Glow & Go Studio
2023-05-03,Night,Walk-in,481.18,221.93,14,Returning,Vanessa Flores,Glow & Go Studio
2023-09-19,Evening,Referral,42.2,20.01,0,Returning,Albert Nguyen,Glow & Go Studio
2023-04-10,Evening,Walk-in,186.69,134.89,3,Returning,Dwayne Joseph,Glow & Go Studio
2023-08-08,Afternoon,Instagram,100.62,29.55,1,New,Leah Walters,Glow & Go Studio
2023-05-23,Evening,Referral,497.47,311.22,11,New,James Spears,Glow & Go Studio
2023-08-06,Night,Instagram,474.74,154.97,8,Returning,Gilbert Reed,Glow & Go Studio
2023-04-26,Evening,Walk-in,380.83,211.53,21,Returning,Joel Newton,Glow & Go Studio
2023-06-23,Night,Facebook,62.09,27.8,1,Returning,Michael Chambers,Glow & Go Studio
2023-10-01,Evening,Google Ads,257.88,75.4,3,New,Andrew Phelps,Glow & Go Studio
2023-08-04,Night,Instagram,371.11,108.66,17,New,Lynn Hoffman,Glow & Go Studio
2023-07-22,Afternoon,Referral,14.25,4.3,0,New,Daniel Mercer,Glow & Go Studio
2023-10-30,Afternoon,Facebook,251.65,78.07,4,New,Edgar Stewart,Glow & Go Studio
2023-08-17,Night,Instagram,20.68,20.5,0,Returning,Alyssa Weber,Glow & Go Studio
2023-05-13,Morning,Email,337.88,67.78,8,New,Guy Reynolds,Glow & Go Studio
2023-01-28,Afternoon,Email,274.27,196.94,19,Returning,Allison Mcpherson DDS,Glow & Go Studio
2023-09-21,Evening,Google Ads,331.09,81.81,5,New,David Morse Jr.,Glow & Go Studio
2023-10-02,Evening,Facebook,469.53,150.08,9,Returning,Sarah Davis,Glow & Go Studio
2023-02-01,Afternoon,Google Ads,370.41,74.13,9,Returning,Willie Duncan,Glow & Go Studio
2023-03-04,Morning,Instagram,53.81,11.57,4,Returning,Christopher Waters,Glow & Go Studio
2023-02-13,Evening,Instagram,409.56,117.18,4,Returning,Jennifer Ortiz,Glow & Go Studio
2023-06-04,Evening,Referral,189.04,69.33,2,New,Jennifer Greene,Glow & Go Studio
2023-02-14,Evening,Facebook,14.36,3.68,0,New,Jack Garcia,Glow & Go Studio
2023-07-24,Evening,Instagram,314.43,236.36,6,Returning,Toni Gill,Glow & Go Studio
2023-11-06,Evening,Referral,94.27,22.22,1,Returning,Joseph Myers,Glow & Go Studio
2023-02-27,Morning,Referral,291.51,224.05,3,Returning,Kathleen Marshall,Glow & Go Studio
2023-02-18,Night,Walk-in,368.85,190.17,10,New,Joanna Bradshaw,Glow & Go Studio
2023-10-22,Morning,Email,277.69,62.24,12,Returning,Dylan Patel,Glow & Go Studio
2023-10-25,Morning,Referral,455.38,345.14,14,Returning,John Jackson,Glow & Go Studio
2023-11-10,Night,Email,409.83,123.92,6,Returning,Janet Delgado,Glow & Go Studio
2023-01-27,Morning,Google Ads,115.61,28.11,1,New,Jennifer Fields,Glow & Go Studio
2023-05-17,Night,Referral,439.78,117.29,5,Returning,Brenda Harvey,Glow & Go Studio
2023-05-12,Evening,Facebook,420.12,375.89,5,Returning,Ms. Monique Dougherty MD,Glow & Go Studio
2023-12-22,Morning,Google Ads,141.48,45.95,1,Returning,Keith Kennedy,Glow & Go Studio
2023-09-24,Evening,Email,283.84,132.64,12,Returning,Jacob Paul,Glow & Go Studio
2023-05-29,Night,Email,108.94,53.48,2,Returning,Martha Arnold,Glow & Go Studio
2023-03-27,Morning,Walk-in,357.14,122.1,4,New,Sarah Martin,Glow & Go Studio
2023-09-27,Morning,Referral,285.5,89.61,7,Returning,Shaun Thompson,Glow & Go Studio
2023-01-17,Evening,Google Ads,376.8,94.5,3,Returning,Tammy Morris,Glow & Go Studio
2023-07-31,Evening,Facebook,435.07,116.97,5,New,Steven Clark,Glow & Go Studio
2023-07-26,Afternoon,Facebook,368.03,133.63,10,New,David Morrison,Glow & Go Studio
2023-07-02,Morning,Email,434.61,123.11,7,Returning,Rebecca Kaufman DDS,Glow & Go Studio
2023-09-14,Evening,Walk-in,191.81,42.53,2,New,Larry Rivera,Glow & Go Studio
2023-06-05,Morning,Email,218.18,166.12,10,Returning,Caitlin Ford,Glow & Go Studio
2023-10-03,Morning,Facebook,91.83,40.18,1,New,Adriana Johnson,Glow & Go Studio
2023-08-28,Night,Google Ads,93.67,33.69,1,New,Sharon Cowan,Glow & Go Studio
2023-04-14,Night,Walk-in,266.85,72.97,9,Returning,Andrea Butler,Glow & Go Studio
2023-02-20,Morning,Email,324.76,71.02,3,New,Mike Martinez,Glow & Go Studio
2023-03-21,Afternoon,Email,275.44,272.64,2,Returning,Maria Ferguson,Glow & Go Studio
2023-06-09,Evening,Walk-in,324.81,305.62,6,New,John Barber,Glow & Go Studio
2023-01-08,Morning,Email,252.02,55.91,3,New,James Short,Glow & Go Studio
2023-04-08,Evening,Referral,259.2,77.93,5,New,Heidi Moran,Glow & Go Studio
2023-05-12,Night,Walk-in,186.42,90,4,Returning,Marie Patterson,Glow & Go Studio
2023-09-10,Afternoon,Email,468.98,220.95,6,New,Charles Baker,Glow & Go Studio
2023-09-16,Evening,Walk-in,351.86,88.23,6,Returning,Nicole Rodriguez,Glow & Go Studio
2023-05-09,Evening,Walk-in,206.45,172.7,2,Returning,Jason Morgan,Glow & Go Studio
2023-09-02,Morning,Google Ads,482.16,204.34,7,New,Rebecca Clark,Glow & Go Studio
2023-12-24,Evening,Email,172.73,111.55,4,Returning,Martin Jones,Glow & Go Studio
2023-02-14,Night,Facebook,476.53,166.76,6,Returning,Katherine Sanchez,Glow & Go Studio
2023-02-05,Night,Google Ads,177.03,168.14,3,Returning,Edward Wallace,Glow & Go Studio
2023-03-11,Afternoon,Google Ads,122.93,77.62,3,Returning,Melissa Carroll,Glow & Go Studio
2023-01-30,Afternoon,Email,84.68,23.26,2,New,Pam Hernandez,Glow & Go Studio
2023-10-16,Afternoon,Email,110.21,102.32,2,New,Daniel Wood,Glow & Go Studio
2023-03-05,Evening,Walk-in,220.5,79.2,3,New,Eddie Duffy,Glow & Go Studio
2023-11-20,Evening,Walk-in,361.05,152.81,17,New,Mark Alvarez,Glow & Go Studio
2023-04-13,Afternoon,Walk-in,490.85,126.15,5,Returning,Edward Manning,Glow & Go Studio
2023-09-15,Night,Google Ads,406.05,116.63,4,Returning,Bridget Carter,Glow & Go Studio
2023-07-08,Morning,Google Ads,119.95,100.52,6,Returning,Mark Johnson,Glow & Go Studio
2023-01-16,Morning,Referral,83.43,21.24,4,Returning,Eric Silva,Glow & Go Studio
2023-08-04,Afternoon,Email,361.06,72.33,7,Returning,Nathan Mcgee,Glow & Go Studio
2023-08-28,Evening,Facebook,123.38,62.41,3,New,Jennifer Montgomery MD,Glow & Go Studio
2023-08-07,Evening,Referral,321.73,185.15,6,New,Christopher Farrell,Glow & Go Studio
2023-06-29,Afternoon,Walk-in,393.51,101.19,7,New,James Grimes,Glow & Go Studio
2023-09-26,Evening,Walk-in,198.66,66.84,2,New,Mr. Joseph Thompson,Glow & Go Studio
2023-06-21,Afternoon,Google Ads,286.1,90.27,3,Returning,Alexis Arroyo,Glow & Go Studio
2023-07-04,Afternoon,Referral,168.31,129.92,1,Returning,Eric Walker,Glow & Go Studio
2023-06-21,Evening,Instagram,35.92,10.94,0,New,Richard Mccormick,Glow & Go Studio
2023-07-07,Morning,Facebook,243.5,56.46,3,Returning,Heather Stevens,Glow & Go Studio
2023-02-27,Night,Referral,493.25,307.27,21,Returning,Susan Larsen,Glow & Go Studio
2023-01-16,Night,Facebook,386.18,243.5,8,Returning,Rachel Warren,Glow & Go Studio
2023-08-16,Morning,Facebook,67.78,14.69,0,New,Dale Beck,Glow & Go Studio
2023-04-19,Evening,Walk-in,257.28,162.57,5,New,Brett Rivera,Glow & Go Studio
2023-05-01,Evening,Google Ads,178.18,40.43,1,New,Juan Nichols,Glow & Go Studio
2023-10-01,Afternoon,Walk-in,191.29,63.92,2,New,Shelia Waller,Glow & Go Studio
2023-07-04,Morning,Referral,178.14,115.81,5,New,Keith Wright,Glow & Go Studio
2023-03-02,Morning,Walk-in,483.6,97.44,5,Returning,Patrick Norris,Glow & Go Studio
2023-02-15,Afternoon,Walk-in,208.27,86.14,2,New,Danielle Norris,Glow & Go Studio
2023-03-13,Afternoon,Facebook,59.08,19.96,0,New,Andrew Lynch,Glow & Go Studio
2023-12-18,Evening,Google Ads,11.03,3.48,0,Returning,Anna Lee,Glow & Go Studio
2023-12-22,Evening,Instagram,146.19,49.76,2,Returning,Amy Leach,Glow & Go Studio
2023-11-20,Evening,Email,113.26,26.45,1,Returning,Amy Perez,Glow & Go Studio
2023-02-04,Evening,Google Ads,335.45,161.89,5,Returning,Lauren Marshall,Glow & Go Studio
2023-12-21,Evening,Google Ads,228.31,154.07,2,Returning,Rachael Flores,Glow & Go Studio
2023-01-09,Afternoon,Facebook,127.89,127.64,4,Returning,Christina Wilson,Glow & Go Studio
2023-03-20,Afternoon,Email,491.06,114.47,19,New,Craig Daniels,Glow & Go Studio
2023-07-28,Morning,Google Ads,313.91,67.34,6,New,John Hudson,Glow & Go Studio
2023-09-29,Afternoon,Email,380.64,303.61,8,Returning,Shannon Rodriguez,Glow & Go Studio
2023-04-29,Afternoon,Google Ads,304.41,64.2,4,New,Paula Lee,Glow & Go Studio
2023-12-19,Evening,Email,274.06,76.83,9,New,Lisa Bryant,Glow & Go Studio
2023-10-31,Morning,Walk-in,24.25,5.17,0,New,Paul Guzman,Glow & Go Studio
2023-02-25,Evening,Instagram,174.67,70.94,3,New,Christopher Hunter MD,Glow & Go Studio
2023-07-15,Afternoon,Google Ads,134.97,124.53,1,New,Elizabeth Camacho,Glow & Go Studio
2023-03-11,Evening,Instagram,117.67,65.85,7,Returning,Donald Hoffman,Glow & Go Studio
